,Year,Team,Actual_Score,Predicted_Score,Actual_Rank,Predicted_Rank
252,2006,SAC,1.0,1.0257079234227768,10,20
253,2006,GSW,0.0,0.9160579578942596,24,21
254,2006,MIN,0.0,0.8687321784213986,23,22
255,2006,CHO,0.0,0.6553303339232582,18,23
256,2006,BOS,0.0,0.5279401168540367,22,24
257,2006,NYK,0.0,0.4870555806162366,21,25
258,2006,CHI,1.0,0.4134373879759295,9,26
259,2006,PHO,4.0,0.3882413820152269,4,27
260,2006,POR,0.0,0.2996214836144633,20,28
261,2006,OKC,0.0,-0.0965339395732275,19,29
262,2006,TOR,0.0,-0.3952126841315661,30,30
263,2007,SAS,10.0,2.869433823693118,1,1
264,2007,MIA,1.0,2.446410224391916,10,2
265,2007,DET,4.0,2.243903749197406,3,3
266,2007,UTA,4.0,2.1898069961047613,4,4
267,2007,CLE,7.0,2.159266619290495,2,5
268,2007,DAL,1.0,2.0617140931738547,14,6
269,2007,ATL,0.0,2.0477853806391844,18,7
270,2007,ORL,1.0,1.937430700624865,9,8
271,2007,CHI,2.0,1.927466429358576,5,9
272,2007,HOU,1.0,1.86563826092503,11,10
273,2007,LAC,0.0,1.766043259068174,20,11
274,2007,DEN,1.0,1.695428321972982,16,12
275,2007,BRK,2.0,1.1833250483701525,7,13
276,2007,TOR,1.0,1.0552210608856132,15,14
277,2007,NYK,0.0,1.028656090245213,17,15
278,2007,PHO,2.0,0.9955134582075388,8,16
279,2007,LAL,1.0,0.9660756926984082,13,17
280,2007,WAS,1.0,0.905942360442259,12,18
281,2007,NOP,0.0,0.8546241196957967,19,19
282,2007,GSW,2.0,0.8462539194233714,6,20
283,2007,PHI,0.0,0.6247191629533935,21,21
284,2007,SAC,0.0,0.4662453687403761,22,22
285,2007,CHO,0.0,0.2394713550517803,23,23
286,2007,MEM,0.0,0.1815889102179,24,24
287,2007,IND,0.0,0.1647095406757643,25,25
288,2007,MIN,0.0,-0.1539326080026008,26,26
289,2007,POR,0.0,-0.1686594798899718,27,27
290,2007,OKC,0.0,-0.2793759433857757,28,28
291,2007,BOS,0.0,-0.2951879100521257,29,29
292,2007,MIL,0.0,-0.3422967781754716,30,30
293,2008,LAL,7.0,3.358408964237778,2,1
294,2008,UTA,2.0,3.317874671780832,8,2
295,2008,BOS,10.0,3.3123770370966485,1,3
296,2008,DEN,1.0,3.1264151868690333,9,4
297,2008,DET,4.0,3.057290028282386,3,5
298,2008,HOU,1.0,2.782784917803783,12,6
299,2008,ORL,2.0,2.693571645225222,6,7
300,2008,NOP,2.0,2.5578054200137608,7,8
301,2008,PHO,1.0,2.496403208897426,16,9
302,2008,PHI,1.0,2.491798202459137,15,10
303,2008,DAL,1.0,2.457526946934573,14,11
304,2008,SAS,4.0,2.347523741447284,4,12
305,2008,CLE,2.0,2.2500634773121946,5,13
306,2008,ATL,1.0,2.0688119940491787,13,14
307,2008,TOR,1.0,1.7036108700229822,11,15
308,2008,CHO,0.0,1.4069868918934103,23,16
309,2008,WAS,1.0,1.3019531616755362,10,17
310,2008,BRK,0.0,1.260832124249998,29,18
311,2008,GSW,0.0,1.2404941007491446,28,19
312,2008,POR,0.0,0.7923863256221472,27,20
313,2008,CHI,0.0,0.7750025686754295,26,21
314,2008,IND,0.0,0.3696940984313777,25,22
315,2008,LAC,0.0,0.3488418024489861,24,23
316,2008,MIL,0.0,0.3485072330505564,17,24
317,2008,MIN,0.0,0.284391732753336,22,25
318,2008,MEM,0.0,0.237556442361039,21,26
319,2008,SAC,0.0,0.1244625704722045,20,27
320,2008,MIA,0.0,0.0900886545782337,19,28
321,2008,NYK,0.0,0.0059089911172056,18,29
322,2008,OKC,0.0,-0.3574534307906381,30,30
323,2009,CLE,4.0,3.518310416424984,3,1
324,2009,ORL,7.0,3.501688494786399,2,2
325,2009,BOS,2.0,3.0993600211259418,6,3
326,2009,LAL,10.0,3.0310474504847504,1,4
327,2009,DEN,4.0,2.820189338187429,4,5
328,2009,POR,1.0,2.4612660589286333,15,6
329,2009,PHO,0.0,2.4297967595784256,29,7
330,2009,UTA,1.0,2.252585539508888,14,8
331,2009,SAS,1.0,2.2161656596746515,16,9
332,2009,ATL,2.0,1.9897896645502016,8,10
333,2009,PHI,1.0,1.9498791839117464,13,11
334,2009,DAL,2.0,1.9387600013335569,5,12
335,2009,DET,1.0,1.825884656930684,11,13
336,2009,NOP,1.0,1.750118007010521,10,14
337,2009,HOU,2.0,1.6562261310485364,7,15
338,2009,MIA,1.0,1.591168073098593,12,16
339,2009,CHO,0.0,0.8838652119202535,28,17
340,2009,BRK,0.0,0.8073960572671599,27,18
341,2009,CHI,1.0,0.7421489389822915,9,19
342,2009,TOR,0.0,0.4555808900876293,26,20
343,2009,MEM,0.0,0.4425275999444361,25,21
344,2009,GSW,0.0,0.4105812193020877,23,22
345,2009,WAS,0.0,0.3753021629282942,24,23
346,2009,IND,0.0,0.294053584700345,17,24
347,2009,MIL,0.0,0.0919486278436184,22,25
348,2009,OKC,0.0,-0.0161165650500483,21,26
349,2009,MIN,0.0,-0.3018457188586551,20,27
350,2009,LAC,0.0,-0.3127582633821633,19,28
351,2009,NYK,0.0,-0.6962910243020708,18,29
352,2009,SAC,0.0,-1.40289142204658,30,30
353,2010,CLE,2.0,4.157682694615661,5,1
354,2010,ORL,4.0,3.540219790827827,3,2
355,2010,UTA,2.0,3.457286469560196,6,3
356,2010,BOS,7.0,2.5178147283256003,2,4
357,2010,SAS,2.0,2.3743191249818008,7,5
358,2010,DEN,1.0,2.3700422849054084,16,6
359,2010,MIA,1.0,2.3543016113029225,14,7
360,2010,LAL,10.0,2.2942332530853555,1,8
361,2010,OKC,1.0,2.115429266645803,15,9
362,2010,ATL,2.0,2.10559549229424,8,10
363,2010,PHO,4.0,1.9864487056613849,4,11
364,2010,DAL,1.0,1.9138185348202843,13,12
365,2010,CHO,1.0,1.5647704905743007,9,13
366,2010,POR,1.0,1.547525740016755,11,14
367,2010,MEM,0.0,1.4815955130382972,22,15
368,2010,CHI,1.0,1.4007543393752042,12,16
369,2010,TOR,0.0,1.347540066858512,17,17
370,2010,PHI,0.0,1.1568034315179,18,18
371,2010,LAC,0.0,0.7391292262895348,19,19
372,2010,DET,0.0,0.5206623413647831,20,20
373,2010,NOP,0.0,0.5123138501805606,21,21
374,2010,MIL,1.0,0.3646815166566538,10,22
375,2010,SAC,0.0,0.3621160798778503,23,23
376,2010,IND,0.0,-0.0108064687088895,24,24
377,2010,HOU,0.0,-0.1718407892418891,25,25
378,2010,WAS,0.0,-0.2299175805629542,26,26
379,2010,NYK,0.0,-0.3675432283973976,27,27
380,2010,GSW,0.0,-0.3774206810174978,28,28
381,2010,MIN,0.0,-0.503706374132761,29,29
382,2010,BRK,0.0,-0.7351848031830939,30,30
383,2011,MIA,7.0,3.4364526100138666,2,1
384,2011,CHI,4.0,3.179216575625316,3,2
385,2011,ORL,1.0,2.993698017587107,13,3
386,2011,DEN,1.0,2.7737105103950164,10,4
387,2011,SAS,1.0,2.756328654303142,9,5
388,2011,LAL,2.0,2.7429410830307925,8,6
389,2011,BOS,2.0,2.686957546473909,5,7
390,2011,DAL,10.0,2.4518478203543563,1,8
391,2011,OKC,4.0,2.225408035449285,4,9
392,2011,ATL,2.0,2.185796627132844,6,10
393,2011,NOP,1.0,2.058541090522521,11,11
394,2011,MEM,2.0,1.9712826886804509,7,12
395,2011,PHI,1.0,1.7211684623438233,12,13
396,2011,UTA,0.0,1.0192794711054447,29,14
397,2011,LAC,0.0,1.0030938935628455,28,15
398,2011,HOU,0.0,0.8985142682017317,23,16
399,2011,CHO,0.0,0.7796544551066011,27,17
400,2011,MIL,0.0,0.7587119688506492,26,18
401,2011,DET,0.0,0.6192181614279098,25,19
402,2011,POR,1.0,0.5824619098480774,14,20
403,2011,IND,1.0,0.5693018745784959,15,21
404,2011,NYK,1.0,0.5686816493583002,16,22
405,2011,GSW,0.0,0.4192648718916993,24,23
406,2011,PHO,0.0,0.1479659034908348,17,24
407,2011,SAC,0.0,0.090580514598643,22,25
408,2011,TOR,0.0,-0.0196381516735459,21,26
409,2011,CLE,0.0,-0.1676062364022433,20,27
410,2011,WAS,0.0,-0.2546019211581355,19,28
411,2011,MIN,0.0,-0.5288068126280722,18,29
412,2011,BRK,0.0,-0.5812147625724251,30,30
413,2012,CHI,1.0,3.48096718540434,12,1
414,2012,PHI,2.0,3.1145511343984804,6,2
415,2012,SAS,4.0,2.8217147850334223,4,3
416,2012,LAC,2.0,2.6475389500955684,5,4
417,2012,DEN,1.0,2.630196369741524,15,5
418,2012,OKC,7.0,2.52056566301126,2,6
419,2012,LAL,2.0,2.5030565322539937,7,7
420,2012,MIA,10.0,2.448426688210656,1,8
421,2012,ORL,1.0,2.0753426795363783,14,9
422,2012,UTA,1.0,1.9715135787994944,16,10
423,2012,IND,2.0,1.915206948213415,8,11
424,2012,DAL,1.0,1.832362393455364,13,12
425,2012,MEM,1.0,1.657786292540996,9,13
426,2012,ATL,1.0,1.57244317828867,11,14
427,2012,NYK,1.0,1.3049504406359145,10,15
428,2012,BOS,4.0,1.2357705678619408,3,16
429,2012,NOP,0.0,1.155951201236037,29,17
430,2012,PHO,0.0,0.9921062102751312,28,18
431,2012,MIL,0.0,0.7395337215589002,27,19
432,2012,TOR,0.0,0.7053769826610756,26,20
433,2012,GSW,0.0,0.4879122289058566,25,21
434,2012,WAS,0.0,0.3173550534933451,23,22
435,2012,MIN,0.0,0.281720888894475,24,23
436,2012,POR,0.0,0.2616867809913457,17,24
437,2012,SAC,0.0,0.2514280528428395,22,25
438,2012,HOU,0.0,0.1473521976086932,21,26
439,2012,CLE,0.0,-0.1130488064380019,20,27
440,2012,DET,0.0,-0.655357669363301,19,28
441,2012,BRK,0.0,-0.7340202334419322,18,29
442,2012,CHO,0.0,-1.795498567032303,30,30
443,2013,OKC,2.0,4.15208730884134,5,1
444,2013,LAC,1.0,3.8208495525416417,12,2
445,2013,MIA,10.0,3.70530140190508,1,3
446,2013,DEN,1.0,3.633734208046958,16,4
447,2013,LAL,1.0,3.214388862721957,15,5
448,2013,SAS,7.0,2.7526979710543653,2,6
449,2013,IND,4.0,2.6092735779939966,3,7
450,2013,BRK,1.0,1.8908934899779648,14,8
451,2013,MEM,4.0,1.8836129666114447,4,9
452,2013,NYK,2.0,1.83846327573672,7,10
453,2013,UTA,0.0,1.8003528961069597,29,11
454,2013,ATL,1.0,1.7926402568372148,13,12
455,2013,HOU,1.0,1.7903998135455483,9,13
456,2013,GSW,2.0,1.6201815959192578,8,14
457,2013,DAL,0.0,1.3052573381951131,28,15
458,2013,MIN,0.0,1.2988007275496922,23,16
459,2013,CHI,2.0,1.0791378104425586,6,17
460,2013,BOS,1.0,1.049879138714276,11,18
461,2013,DET,0.0,1.0033934445152572,27,19
462,2013,MIL,1.0,0.9812180755843822,10,20
463,2013,WAS,0.0,0.8883669055377923,26,21
464,2013,PHI,0.0,0.6578885049699108,25,22
465,2013,NOP,0.0,0.5116791021725933,24,23
466,2013,TOR,0.0,0.1696134647900586,17,24
467,2013,CHO,0.0,-0.063266586561723,22,25
468,2013,ORL,0.0,-0.0763504033970153,21,26
469,2013,SAC,0.0,-0.1763294393943101,20,27
470,2013,POR,0.0,-0.2237506445349765,18,28
471,2013,PHO,0.0,-0.2564487609709106,19,29
472,2013,CLE,0.0,-0.3005123490085101,30,30
473,2014,HOU,1.0,3.7741356092181473,13,1
474,2014,LAC,2.0,3.609629310089355,8,2
475,2014,OKC,4.0,3.0814278365851893,3,3
476,2014,MIA,7.0,2.901676395473257,2,4
477,2014,SAS,10.0,2.853514644750062,1,5
478,2014,IND,4.0,2.2129222969896656,4,6
479,2014,MEM,1.0,2.0681514013402422,15,7
480,2014,GSW,1.0,2.0631063291951035,14,8
481,2014,DAL,1.0,1.952349256912088,16,9
482,2014,NOP,0.0,1.8345810112431984,26,10
483,2014,DET,0.0,1.6920448739820853,29,11
484,2014,PHO,0.0,1.6862450021059547,23,12
485,2014,CHO,1.0,1.674593825011869,9,13
486,2014,CHI,1.0,1.5862797486165416,12,14
487,2014,MIN,0.0,1.4450236900435656,24,15
488,2014,BRK,2.0,1.378077552330297,5,16
489,2014,DEN,0.0,1.1804964106471143,28,17
490,2014,SAC,0.0,1.1204065073531169,27,18
491,2014,WAS,2.0,1.0318550223798568,7,19
492,2014,POR,2.0,0.8787428445777532,6,20
493,2014,NYK,0.0,0.8485631074401481,25,21
494,2014,ATL,1.0,0.8096038347699646,11,22
495,2014,TOR,1.0,0.8087335624842751,10,23
496,2014,ORL,0.0,0.479546779546689,22,24
497,2014,CLE,0.0,0.4459999259361484,21,25
498,2014,UTA,0.0,0.3332608496258473,20,26
499,2014,LAL,0.0,0.1289168210325662,19,27
500,2014,MIL,0.0,-0.6245667814020717,18,28
501,2014,BOS,0.0,-0.6754370069497211,17,29
502,2014,PHI,0.0,-0.7738218102179009,30,30
503,2015,GSW,10.0,3.6460701978512056,1,1
504,2015,LAC,2.0,3.57227515569833,8,2
505,2015,SAS,1.0,2.808612785098536,16,3
506,2015,UTA,0.0,2.7249345341495226,25,4
507,2015,ATL,4.0,2.7003863314336773,3,5
508,2015,MEM,2.0,2.3537418242509927,5,6
509,2015,NOP,1.0,2.2720512008860334,15,7
510,2015,WAS,2.0,2.232073122183115,6,8
511,2015,CHI,2.0,2.0064372612753103,7,9
512,2015,CLE,7.0,1.9439526861265577,2,10
513,2015,OKC,0.0,1.839753609290525,29,11
514,2015,HOU,4.0,1.751766782052064,4,12
515,2015,MIL,1.0,1.6957163972775589,14,13
516,2015,DAL,1.0,1.657762534013156,9,14
517,2015,MIA,0.0,1.530106247689917,24,15
518,2015,POR,1.0,1.525267047468259,13,16
519,2015,DET,0.0,1.3016942027198843,28,17
520,2015,TOR,1.0,1.2182379588706445,12,18
521,2015,SAC,0.0,1.1859521498371826,27,19
522,2015,IND,0.0,1.1675006155922905,26,20
523,2015,BRK,1.0,0.8694294569052359,11,21
524,2015,ORL,0.0,0.842338606869041,23,22
525,2015,CHO,0.0,0.8139967930047318,17,23
526,2015,PHO,0.0,0.7792271519393368,22,24
527,2015,BOS,1.0,0.5064837026022317,10,25
528,2015,LAL,0.0,0.5018416806509558,21,26
529,2015,DEN,0.0,0.3189531594051547,20,27
530,2015,PHI,0.0,-0.0356927185879107,19,28
531,2015,MIN,0.0,-0.3082455987752334,18,29
532,2015,NYK,0.0,-0.8692602448264568,30,30
533,2016,SAS,2.0,4.5861784143947695,5,1
534,2016,GSW,7.0,4.084835825964607,2,2
535,2016,LAC,1.0,3.4652338632486988,13,3
536,2016,OKC,4.0,3.198809965122157,3,4
537,2016,TOR,4.0,2.8952708303511985,4,5
538,2016,MIA,2.0,2.8932255155723974,6,6
539,2016,HOU,1.0,2.540853583501231,16,7
540,2016,ATL,2.0,2.289794059080748,7,8
